step,time,mid_price,reservation_price_as,half_spread_as,u_skew,u_spr,bid,ask,inventory,cash,wealth,lambda_bid,lambda_ask,prob_bid_fill,prob_ask_fill,bid_fill,ask_fill
121,1.21,102.31982372052614,102.1570709825329,1.7131017980432492,-0.0,0.0,100.44396918448965,103.87017278057615,0,1.4944666788860133,1.4944666788860133,1.4424452210012428,1.4424452210012428,0.014320918204146382,0.014320918204146382,False,False
122,1.22,102.36670389906588,102.31982372052614,1.7111017980432495,-0.0,0.0,100.6087219224829,104.03092551856939,0,1.4944666788860133,1.4944666788860133,1.4453329982579233,1.4453329982579233,0.01434938200950664,0.01434938200950664,False,False
123,1.23,102.33719816301782,102.36670389906588,1.7091017980432495,-0.0,0.0,100.65760210102263,104.07580569710913,0,1.4944666788860133,1.4944666788860133,1.4482265568485035,1.4482265568485035,0.014377901975013652,0.014377901975013652,False,False
124,1.24,102.53716301239987,102.33719816301782,1.7071017980432495,-0.0,0.0,100.63009636497456,104.04429996106107,0,1.4944666788860133,1.4944666788860133,1.451125908347242,1.451125908347242,0.014406478209819884,0.014406478209819884,False,False
125,1.25,102.83345412193167,102.53716301239987,1.7051017980432492,-0.0,0.0,100.83206121435663,104.24226481044312,0,1.4944666788860133,1.4944666788860133,1.4540310643515695,1.4540310643515695,0.014435110823283415,0.014435110823283415,False,False
126,1.26,102.8739153602979,102.83345412193167,1.7031017980432495,-0.0,0.0,101.13035232388842,104.53655591997492,0,1.4944666788860133,1.4944666788860133,1.4569420364820724,1.4569420364820724,0.014463799924967491,0.014463799924967491,False,False
127,1.27,103.1397074783853,102.8739153602979,1.7011017980432495,-0.0,0.0,101.17281356225465,104.57501715834115,0,1.4944666788860133,1.4944666788860133,1.4598588363826637,1.4598588363826637,0.014492545624642195,0.014492545624642195,False,False
128,1.28,103.25053077865012,103.1397074783853,1.6991017980432495,-0.0,0.0,101.44060568034206,104.83880927642855,0,1.4944666788860133,1.4944666788860133,1.462781475720568,1.462781475720568,0.014521348032284442,0.014521348032284442,False,False
129,1.29,102.84982632023682,103.25053077865012,1.6971017980432492,-0.0,0.0,101.55342898060687,104.94763257669337,0,1.4944666788860133,1.4944666788860133,1.4657099661863044,1.4657099661863044,0.014550207258077319,0.014550207258077319,False,False
130,1.3,102.87140240910543,102.84982632023682,1.6951017980432495,-0.0,0.0,101.15472452219356,104.54492811828007,0,1.4944666788860133,1.4944666788860133,1.46864431949386,1.46864431949386,0.014579123412411854,0.014579123412411854,False,False
131,1.31,102.6210729662842,102.87140240910543,1.6931017980432495,-0.0,0.0,101.17830061106218,104.56450420714867,0,1.4944666788860133,1.4944666788860133,1.4715845473806728,1.4715845473806728,0.014608096605886689,0.014608096605886689,False,False
132,1.32,102.7090002874876,102.6210729662842,1.6911017980432494,-0.0,0.0,100.92997116824095,104.31217476432745,0,1.4944666788860133,1.4944666788860133,1.4745306616076161,1.4745306616076161,0.014637126949308077,0.014637126949308077,False,False
133,1.33,102.42644711070912,102.7090002874876,1.6891017980432492,-0.0,0.0,101.01989848944434,104.39810208553085,0,1.4944666788860133,1.4944666788860133,1.477482673959172,1.477482673959172,0.014666214553691215,0.014666214553691215,False,False
134,1.34,102.33209190398145,102.42644711070912,1.6871017980432494,-0.0,0.0,100.73934531266588,104.11354890875236,0,1.4944666788860133,1.4944666788860133,1.4804405962434148,1.4804405962434148,0.014695359530260133,0.014695359530260133,False,False
135,1.35,102.35974019039318,102.33209190398145,1.6851017980432494,-0.0,0.0,100.6469901059382,104.0171937020247,0,1.4944666788860133,1.4944666788860133,1.4834044402919953,1.4834044402919953,0.014724561990447249,0.014724561990447249,False,False
136,1.36,102.46575313151348,102.35974019039318,1.6831017980432494,-0.0,0.0,100.67663839234993,104.04284198843644,0,1.4944666788860133,1.4944666788860133,1.486374217960315,1.486374217960315,0.01475382204589526,0.01475382204589526,False,False
137,1.37,102.50510835084488,102.46575313151348,1.6811017980432492,-0.0,0.0,100.78465133347024,104.14685492955672,0,1.4944666788860133,1.4944666788860133,1.4893499411275093,1.4893499411275093,0.01478313980845658,0.01478313980845658,False,False
138,1.3800000000000001,102.6093418019913,102.50510835084488,1.6791017980432494,-0.0,0.0,100.82600655280163,104.18421014888813,0,1.4944666788860133,1.4944666788860133,1.4923316216964329,1.4923316216964329,0.01481251539019357,0.01481251539019357,False,False
139,1.3900000000000001,102.77524561039613,102.6093418019913,1.6771017980432494,-0.0,0.0,100.93224000394805,104.28644360003456,-1,105.78091027892057,3.005664668524446,1.4953192715938328,1.4953192715938328,0.01484194890337931,0.01484194890337931,False,True
140,1.4000000000000001,102.47880853090756,104.21924561039613,1.6751017980432494,0.2,0.1,102.64414381235288,106.19434740843938,-1,105.78091027892057,3.3021017480130155,7.017027839065516,0.26193464409356815,0.06776493309667564,0.0026159189462986454,False,False
141,1.41,102.6286953108531,103.91880853090755,1.6731017980432492,0.2,0.1,102.34570673286431,105.8919103289508,-1,105.78091027892057,3.1522149680674687,7.003007808091735,0.26351097622553565,0.06763422428905386,0.002631640908131838,False,False
142,1.42,102.84653881019526,104.0646953108531,1.6711017980432494,0.2,0.1,102.49359351280985,106.03579710889635,-1,105.78091027892057,2.934371468725317,6.989015789158424,0.2650967947811028,0.0675037583659932,0.002647457235228301,False,False
143,1.43,102.69264777683384,104.27853881019526,1.6691017980432494,0.2,0.1,102.70943701215201,106.24764060823851,-1,105.78091027892057,3.088262502086735,6.975051726297687,0.2666921568499088,0.06737353491260656,0.0026633684924664003,False,False
144,1.44,102.96336495474772,104.12064777683383,1.6671017980432494,0.2,0.1,102.5535459787906,106.08774957487708,-1,105.78091027892057,2.8175453241728547,6.9611155636531565,0.26829711986517174,0.0672435535145669,0.002679375248088145,False,False
145,1.45,102.84448488430797,104.38736495474772,1.6651017980432494,0.2,0.1,102.82226315670448,106.35246675279097,-1,105.78091027892057,2.9364253946125984,6.947207245480161,0.26991174160571835,0.06711381375811065,0.0026954780737181716,False,False
146,1.46,102.77288154669309,104.26448488430798,1.6631017980432494,0.2,0.1,102.70138308626473,106.22758668235123,-1,105.78091027892057,3.008028732227487,6.933326716145312,0.2715360801981171,0.0669843152300359,0.0027116775443840613,False,False
147,1.47,102.49644524361767,104.18888154669308,1.6611017980432494,0.2,0.1,102.62777974864983,106.14998334473634,-1,105.78091027892057,3.284465035302901,6.919473920126572,0.27317019411872884,0.06685505751770493,0.0027279742385363237,False,False
148,1.48,102.59138466131031,103.90844524361768,1.6591017980432494,0.2,0.1,102.34934344557443,105.86754704166093,0,3.431566833346139,3.431566833346139,6.905648802012936,0.27481414219583133,0.06672604020904327,0.0027443687380683812,True,False
149,1.49,102.77704405962402,102.59138466131031,1.6571017980432494,-0.0,0.0,100.93428286326707,104.24848645935356,0,3.431566833346139,3.431566833346139,1.5255267246478763,1.5255267246478763,0.015139495116343604,0.015139495116343604,False,False
150,1.5,102.56309357736608,102.77704405962402,1.6551017980432494,-0.0,0.0,101.12194226158077,104.43214585766727,0,3.431566833346139,3.431566833346139,1.5285808311856672,1.5285808311856672,0.015169573346098475,0.015169573346098475,False,False
151,1.51,102.52524470917879,102.56309357736608,1.6531017980432494,-0.0,0.0,100.90999177932282,104.21619537540933,0,3.431566833346139,3.431566833346139,1.531641052048821,1.531641052048821,0.015199710871141803,0.015199710871141803,False,False
152,1.52,102.78937704028442,102.52524470917879,1.6511017980432494,-0.0,0.0,100.87414291113555,104.17634650722204,0,3.431566833346139,3.431566833346139,1.534707399478247,1.534707399478247,0.015229907806518672,0.015229907806518672,False,False
153,1.53,103.00282152359881,102.78937704028442,1.6491017980432494,-0.0,0.0,101.14027524224117,104.43847883832767,0,3.431566833346139,3.431566833346139,1.5377798857392955,1.5377798857392955,0.015260164267488996,0.015260164267488996,False,False
154,1.54,103.07949694623531,103.00282152359881,1.6471017980432494,-0.0,0.0,101.35571972555556,104.64992332164206,0,3.431566833346139,3.431566833346139,1.5408585231219372,1.5408585231219372,0.015290480369529846,0.015290480369529846,False,False
155,1.55,103.46969945826056,103.07949694623531,1.6451017980432494,-0.0,0.0,101.43439514819207,104.72459874427855,0,3.431566833346139,3.431566833346139,1.5439433239407476,1.5439433239407476,0.015320856228334567,0.015320856228334567,False,False
156,1.56,103.50173757692397,103.46969945826056,1.6431017980432494,-0.0,0.0,101.82659766021732,105.11280125630381,0,3.431566833346139,3.431566833346139,1.5470343005348905,1.5470343005348905,0.015351291959812885,0.015351291959812885,False,False
157,1.57,103.56835165144763,103.50173757692397,1.6411017980432494,-0.0,0.0,101.86063577888072,105.14283937496722,0,3.431566833346139,3.431566833346139,1.5501314652682985,1.5501314652682985,0.015381787680092462,0.015381787680092462,False,False
158,1.58,103.40167789025774,103.56835165144763,1.6391017980432494,-0.0,0.0,101.92924985340437,105.20745344949088,0,3.431566833346139,3.431566833346139,1.5532348305296342,1.5532348305296342,0.015412343505518455,0.015412343505518455,False,False
159,1.59,103.17820106765983,103.40167789025774,1.6371017980432494,-0.0,0.0,101.7645760922145,105.03877968830099,0,3.431566833346139,3.431566833346139,1.556344408732385,1.556344408732385,0.0154429595526544,0.0154429595526544,False,False
160,1.6,103.56564730014573,103.17820106765983,1.6351017980432494,-0.0,0.0,101.54309926961658,104.81330286570308,0,3.431566833346139,3.431566833346139,1.5594602123148238,1.5594602123148238,0.015473635938281327,0.015473635938281327,False,False
161,1.61,103.63518899063592,103.56564730014573,1.6331017980432494,-0.0,0.0,101.93254550210247,105.19874909818898,0,3.431566833346139,3.431566833346139,1.5625822537401912,1.5625822537401912,0.015504372779400089,0.015504372779400089,False,False
162,1.62,103.672254120519,103.63518899063592,1.6311017980432494,-0.0,0.0,102.00408719259268,105.26629078867917,0,3.431566833346139,3.431566833346139,1.565710545496679,1.565710545496679,0.015535170193230363,0.015535170193230363,False,False
163,1.6300000000000001,103.88502442706587,103.672254120519,1.6291017980432494,-0.0,0.0,102.04315232247575,105.30135591856225,0,3.431566833346139,3.431566833346139,1.5688451000974144,1.5688451000974144,0.015566028297211099,0.015566028297211099,False,False
164,1.6400000000000001,104.40455917238504,103.88502442706587,1.6271017980432494,-0.0,0.0,102.25792262902262,105.51212622510913,0,3.431566833346139,3.431566833346139,1.5719859300806418,1.5719859300806418,0.015596947209001621,0.015596947209001621,False,False
165,1.6500000000000001,104.42286320801968,104.40455917238504,1.6251017980432494,-0.0,0.0,102.77945737434179,106.02966097042828,0,3.431566833346139,3.431566833346139,1.575133048009708,1.575133048009708,0.01562792704648175,0.01562792704648175,False,False
166,1.6600000000000001,104.38878169178683,104.42286320801968,1.6231017980432494,-0.0,0.0,102.79976140997643,106.04596500606293,0,3.431566833346139,3.431566833346139,1.578286466473044,1.578286466473044,0.015658967927751233,0.015658967927751233,False,False
167,1.67,104.21847425394968,104.38878169178683,1.6211017980432494,-0.0,0.0,102.76767989374358,106.00988348983009,0,3.431566833346139,3.431566833346139,1.5814461980843502,1.5814461980843502,0.015690069971131537,0.015690069971131537,False,False
168,1.68,104.35159130121237,104.21847425394968,1.6191017980432494,-0.0,0.0,102.59937245590643,105.83757605199293,0,3.431566833346139,3.431566833346139,1.58461225548258,1.58461225548258,0.015721233295165726,0.015721233295165726,False,False
169,1.69,104.29434155450123,104.35159130121237,1.6171017980432496,-0.0,0.0,102.73448950316912,105.96869309925562,0,3.431566833346139,3.431566833346139,1.5877846513319218,1.5877846513319218,0.015752458018618132,0.015752458018618132,False,False
170,1.7,104.48145097959426,104.29434155450123,1.6151017980432494,-0.0,0.0,102.67923975645797,105.90944335254449,0,3.431566833346139,3.431566833346139,1.590963398321986,1.590963398321986,0.015783744260475685,0.015783744260475685,False,False
171,1.71,104.08328858056946,104.48145097959426,1.6131017980432494,-0.0,0.0,102.86834918155101,106.0945527776375,-1,109.52611961098364,5.442831030414183,1.5941485091677874,1.5941485091677874,0.015815092139948472,0.015815092139948472,False,True
172,1.72,104.26232557696379,105.39928858056946,1.6111017980432494,0.2,0.1,103.88818678252622,107.31039037861271,-1,109.52611961098364,5.263794034019853,6.582007194889812,0.31737848561987325,0.06370068435228515,0.0031687537250254527,False,False
173,1.73,103.66941980939546,105.57432557696379,1.6091017980432496,0.2,0.1,104.06522377892054,107.48342737500704,-1,109.52611961098364,5.856699801588178,6.568856335742735,0.3192884807891182,0.06357754485131561,0.003187792971849901,False,False
174,1.74,103.7563966636882,104.97741980939547,1.6071017980432494,0.2,0.1,103.47031801135222,106.88452160743873,-1,109.52611961098364,5.769722947295449,6.555731752029854,0.32120997037815024,0.0634546352367722,0.0032069464306136997,False,False
175,1.75,103.4442049930893,105.0603966636882,1.6051017980432494,0.2,0.1,103.55529486564495,106.96549846173144,-1,109.52611961098364,6.081914617894341,6.542633391252722,0.3231430235608157,0.06333195511168677,0.0032262147842259115,False,False
176,1.76,103.42698486272509,104.7442049930893,1.6031017980432494,0.2,0.1,103.24110319504605,106.64730679113255,-1,109.52611961098364,6.09913474825855,6.529561201017786,0.3250877099272243,0.06320950407964754,0.00324559871965191,False,False
177,1.77,103.5606500663467,104.7229848627251,1.6011017980432496,0.2,0.1,103.22188306468185,106.62408666076836,-1,109.52611961098364,5.965469544636946,6.516515129036453,0.32704409948629515,0.06308728174480194,0.003265098927937582,False,False
178,1.78,103.8864374558715,104.8526500663467,1.5991017980432494,0.2,0.1,103.35354826830346,106.75175186438995,-1,109.52611961098364,5.6396821551121405,6.503495123124324,0.3290122626682776,0.06296528771185084,0.0032847161042327544,False,False
179,1.79,104.15359432313555,105.1744374558715,1.5971017980432494,0.2,0.1,103.67733565782825,107.07153925391475,-1,109.52611961098364,5.372525287848092,6.490501131201267,0.3309922703272448,0.06284352158605089,0.003304450947815618,False,False
180,1.8,104.06508718075712,105.43759432313556,1.5951017980432494,0.2,0.1,103.9424925250923,107.33269612117881,-1,109.52611961098364,5.461032430226524,6.47753310129148,0.3329841937436863,0.06272198297321718,0.00332430416211682,False,False
181,1.81,104.11673294542166,105.34508718075712,1.5931017980432496,0.2,0.1,103.85198538271388,107.23818897880037,-1,109.52611961098364,5.409386665561982,6.464590981522736,0.3349881046270744,0.06260067147971737,0.0033442764547436665,False,False
182,1.82,103.92850852623667,105.39273294542166,1.5911017980432494,0.2,0.1,103.90163114737841,107.28383474346491,-1,109.52611961098364,5.597611084746973,6.451674720126445,0.337004075118403,0.062479586712474444,0.0033643685375045473,False,False
183,1.83,103.61535671180057,105.20050852623667,1.5891017980432494,0.2,0.1,103.71140672819342,107.08961032427993,-1,109.52611961098364,5.910762899183069,6.438784265437729,0.3390321777928276,0.06235872827896871,0.0033845811264336945,False,False
184,1.84,103.84491924394729,104.88335671180057,1.5871017980432494,0.2,0.1,103.39625491375733,106.77045850984382,-1,109.52611961098364,5.681200367036354,6.4259195658946595,0.34107248566227794,0.062238095787232495,0.0034049149418162727,False,False
185,1.85,103.50762561370047,105.10891924394728,1.5851017980432496,0.2,0.1,103.62381744590404,106.99402104199054,-1,109.52611961098364,6.018493997283173,6.41308057003833,0.3431250721780431,0.06211768884585267,0.0034253707082120277,False,False
186,1.86,103.47178028861052,104.76762561370047,1.5831017980432494,0.2,0.1,103.28452381565722,106.65072741174373,-1,109.52611961098364,6.054339322373124,6.4002672265129235,0.3451900112334594,0.06199750706397267,0.00344594915448182,False,False
187,1.87,103.5124579367345,104.72778028861052,1.5811017980432494,0.2,0.1,103.24667849056728,106.60888208665376,-1,109.52611961098364,6.013661674249136,6.387479484064955,0.3472673771665704,0.061877550051287034,0.003466651013811606,False,False
188,1.8800000000000001,103.6449911308116,104.7644579367345,1.5791017980432493,0.2,0.1,103.28535613869126,106.64355973477775,-1,109.52611961098364,5.881128480172038,6.37471729154335,0.3493572447627594,0.06175781741804409,0.0034874770237385277,False,False
189,1.8900000000000001,103.70427473097334,104.89299113081161,1.5771017980432496,0.2,0.1,103.41588933276836,106.77009292885487,-1,109.52611961098364,5.821844880010303,6.361980597899501,0.35145968925748555,0.061638308775047945,0.0035084279261757834,False,False
190,1.9000000000000001,103.64285808730642,104.94827473097334,1.5751017980432493,0.2,0.1,103.4731729329301,106.82337652901658,-1,109.52611961098364,5.88326152367722,6.349269352186527,0.35357478633899264,0.061519023733653255,0.0035295044674387155,False,False
191,1.9100000000000001,103.39396372978621,104.88285808730642,1.5731017980432493,0.2,0.1,103.40975628926317,106.75595988534967,-1,109.52611961098364,6.132155881197434,6.336583503559336,0.3557026121509891,0.06139996190576713,0.0035507073982701254,False,False
192,1.92,103.21620426714003,104.62996372978621,1.5711017980432493,0.2,0.1,103.15886193174296,106.50106552782947,-1,109.52611961098364,6.309915343843613,6.323923001274698,0.35784324329543377,0.061281122903852014,0.003572037473866252,False,False
193,1.93,103.22643267885046,104.44820426714003,1.5691017980432496,0.2,0.1,102.97910246909679,106.31730606518327,-1,109.52611961098364,6.299686932133184,6.311287794690498,0.3599967568352944,0.06116250634092002,0.003593495453903084,False,False
194,1.94,103.37431521331065,104.45443267885045,1.5671017980432493,0.2,0.1,102.9873308808072,106.3215344768937,-1,109.52611961098364,6.15180439767299,6.298677833265802,0.3621632302972757,0.06104411183053482,0.003615082102562228,False,False
195,1.95,103.48400079747661,104.59831521331066,1.5651017980432496,0.2,0.1,103.1332134152674,106.46341701135391,0,6.392906195716236,6.392906195716236,6.286093066560927,0.3643427416746562,0.06092593898681464,0.003636798188557111,True,False
196,1.96,103.47040474627973,103.48400079747661,1.5631017980432493,-0.0,0.0,101.92089899943336,105.04710259551986,0,6.392906195716236,6.392906195716236,1.6758822510190194,1.6758822510190194,0.016619174643755286,0.016619174643755286,False,False
197,1.97,103.50837342484722,103.47040474627973,1.5611017980432496,-0.0,0.0,101.90930294823647,105.03150654432298,0,6.392906195716236,6.392906195716236,1.679237369521179,1.679237369521179,0.016652167682292607,0.016652167682292607,False,False
198,1.98,103.7579634218591,103.50837342484722,1.5591017980432493,-0.0,0.0,101.94927162680398,105.06747522289047,0,6.392906195716236,6.392906195716236,1.6825992049750795,1.6825992049750795,0.016685225662674052,0.016685225662674052,False,False
199,1.99,103.27597902869913,103.7579634218591,1.5571017980432496,-0.0,0.0,102.20086162381585,105.31506521990235,0,6.392906195716236,6.392906195716236,1.6859677708280196,1.6859677708280196,0.016718348710500375,0.016718348710500375,False,False
200,2.0,103.06155242441375,103.27597902869913,1.5551017980432493,-0.0,0.0,101.72087723065587,104.83108082674238,0,6.392906195716236,6.392906195716236,1.6893430805542908,1.6893430805542908,0.016751536951606805,0.016751536951606805,False,False
201,2.0100000000000002,102.82622948052789,103.06155242441375,1.5531017980432495,-0.0,0.0,101.5084506263705,104.61465422245699,0,6.392906195716236,6.392906195716236,1.6927251476551608,1.6927251476551608,0.016784790512063386,0.016784790512063386,False,False
202,2.02,103.14845271022782,102.82622948052789,1.5511017980432493,-0.0,0.0,101.27512768248464,104.37733127857113,0,6.392906195716236,6.392906195716236,1.6961139856588543,1.6961139856588543,0.016818109518173863,0.016818109518173863,False,False
203,2.0300000000000002,103.51271248039043,103.14845271022782,1.5491017980432493,-0.0,0.0,101.59935091218456,104.69755450827107,0,6.392906195716236,6.392906195716236,1.699509608120752,1.699509608120752,0.016851494096478015,0.016851494096478015,False,False
204,2.04,103.18236065075457,103.51271248039043,1.5471017980432493,-0.0,0.0,101.96561068234719,105.05981427843368,0,6.392906195716236,6.392906195716236,1.7029120286233723,1.7029120286233723,0.01688494437375132,0.01688494437375132,False,False
205,2.05,103.07824296818349,103.18236065075457,1.5451017980432493,-0.0,0.0,101.63725885271133,104.72746244879782,0,6.392906195716236,6.392906195716236,1.7063212607763534,1.7063212607763534,0.016918460477004404,0.016918460477004404,False,False
206,2.06,102.72325055625507,103.07824296818349,1.5431017980432493,-0.0,0.0,101.53514117014024,104.62134476622674,0,6.392906195716236,6.392906195716236,1.7097373182166526,1.7097373182166526,0.016952042533485034,0.016952042533485034,False,False
207,2.07,102.97813999964332,102.72325055625507,1.5411017980432493,-0.0,0.0,101.18214875821182,104.26435235429831,0,6.392906195716236,6.392906195716236,1.7131602146085287,1.7131602146085287,0.0169856906706779,0.0169856906706779,False,False
208,2.08,103.08636632180422,102.97813999964332,1.5391017980432493,-0.0,0.0,101.43903820160007,104.51724179768657,0,6.392906195716236,6.392906195716236,1.7165899636435233,1.7165899636435233,0.017019405016303946,0.017019405016303946,False,False
209,2.09,102.74924685832725,103.08636632180422,1.5371017980432493,-0.0,0.0,101.54926452376097,104.62346811984747,0,6.392906195716236,6.392906195716236,1.720026579040661,1.720026579040661,0.017053185698322593,0.017053185698322593,False,False
210,2.1,102.7963020806449,102.74924685832725,1.5351017980432493,-0.0,0.0,101.21414506028401,104.2843486563705,0,6.392906195716236,6.392906195716236,1.7234700745464329,1.7234700745464329,0.017087032844931405,0.017087032844931405,False,False
211,2.11,102.63498229978343,102.7963020806449,1.5331017980432493,-0.0,0.0,101.26320028260166,104.32940387868815,0,6.392906195716236,6.392906195716236,1.7269204639347764,1.7269204639347764,0.01712094658456531,0.01712094658456531,False,False
212,2.12,102.68331120411878,102.63498229978343,1.5311017980432493,-0.0,0.0,101.10388050174018,104.16608409782668,0,6.392906195716236,6.392906195716236,1.7303777610072781,1.7303777610072781,0.01715492704589916,0.01715492704589916,False,False
213,2.13,102.59518071980483,102.68331120411878,1.5291017980432493,-0.0,0.0,101.15420940607554,104.21241300216202,0,6.392906195716236,6.392906195716236,1.7338419795931554,1.7338419795931554,0.01718897435784683,0.01718897435784683,False,False
214,2.14,102.4712475329791,102.59518071980483,1.5271017980432493,-0.0,0.0,101.06807892176158,104.12228251784808,1,-94.67517272604535,7.79607480693376,1.7373131335492387,1.7373131335492387,0.017223088649561014,0.017223088649561014,True,False
215,2.15,102.38891986853587,101.3272475329791,1.5251017980432493,-0.2,0.1,99.50214573493585,102.75234933102234,1,-94.67517272604535,7.713747142490519,0.41079529413397453,6.039611831880428,0.0040995268446072375,0.05860844272325327,False,False
216,2.16,101.90636380234997,101.24891986853586,1.5231017980432493,-0.2,0.1,99.42581807049261,102.67202166657911,1,-94.67517272604535,7.231191076304626,0.41326747502491307,6.027544679391482,0.004124147001468681,0.058494836714151344,False,False
217,2.17,101.8253099492601,100.77036380234998,1.5211017980432493,-0.2,0.1,98.94926200430672,102.19146560039323,1,-94.67517272604535,7.150137223214756,0.4157545335895854,6.015501637089291,0.004148914709169227,0.05838144402123158,False,False
218,2.18,101.76806535929197,100.6933099492601,1.5191017980432493,-0.2,0.1,98.87420815121685,102.11241174730334,1,-94.67517272604535,7.0928926332466204,0.41825655936236855,6.0034826568018405,0.004173830848276383,0.058268264271215786,False,False
219,2.19,101.88397758778726,100.64006535929197,1.5171017980432493,-0.2,0.1,98.82296356124871,102.05716715733521,1,-94.67517272604535,7.2088048617419105,0.42077364241646054,5.99148769045285,0.004198896304567823,0.05815529709136524,False,False
220,2.2,102.02381693412623,100.75997758778726,1.5151017980432493,-0.2,0.1,98.944875789744,102.17507938583051,1,-94.67517272604535,7.348644208080884,0.4233058733671231,5.979516690062611,0.004224111969061806,0.05804254210948956,False,False
221,2.21,101.95635190171252,100.90381693412623,1.5131017980432493,-0.2,0.1,99.09071513608298,102.31691873216947,1,-94.67517272604535,7.281179175667177,0.42585334337494396,5.967569607747274,0.004249478738047707,0.05792999895394213,False,False
222,2.22,101.61021758061108,100.84035190171252,1.5111017980432493,-0.2,0.1,99.02925010366927,102.25145369975577,1,-94.67517272604535,6.9350448545657315,0.4284161441491185,5.955646395718155,0.004274997513116441,0.05781766725361426,False,False
223,2.23,101.9797825832023,100.49821758061108,1.5091017980432493,-0.2,0.1,98.68911578256782,101.90731937865434,1,-94.67517272604535,7.304609857156947,0.43099436795075147,5.94374700628256,0.0043006692011910985,0.05770554663794536,False,False
224,2.24,101.75903444364589,100.87178258320229,1.5071017980432493,-0.2,0.1,99.06468078515904,102.27888438124553,1,-94.67517272604535,7.083861717600541,0.4335881075961781,5.931871391843085,0.004326494714558593,0.057593636736916864,False,False
225,2.25,101.58522499407293,100.65503444364589,1.5051017980432493,-0.2,0.1,98.84993264560264,102.06013624168914,0,7.38496351564379,7.38496351564379,0.4361974564603057,5.920019504896917,0.004352474970899967,0.05748193718104766,False,True
226,2.2600000000000002,101.5204666532156,101.58522499407293,1.5031017980432493,-0.0,0.0,100.08212319602968,103.08832679211618,0,7.38496351564379,7.38496351564379,1.779513021838703,1.779513021838703,0.01763773191263518,0.01763773191263518,False,False
227,2.27,101.3399820342571,101.5204666532156,1.5011017980432493,-0.0,0.0,100.01936485517236,103.02156845125886,0,7.38496351564379,7.38496351564379,1.7830756092822866,1.7830756092822866,0.017672728804047466,0.017672728804047466,False,False
228,2.2800000000000002,100.998851591054,101.3399820342571,1.4991017980432493,-0.0,0.0,99.84088023621385,102.83908383230036,0,7.38496351564379,7.38496351564379,1.7866453290306847,1.7866453290306847,0.017707794508763808,0.017707794508763808,False,False
229,2.29,100.89430785182007,100.998851591054,1.4971017980432493,-0.0,0.0,99.50174979301076,102.49595338909725,0,7.38496351564379,7.38496351564379,1.7902221953628068,1.7902221953628068,0.017742929159581533,0.017742929159581533,False,False
230,2.3000000000000003,100.94878180287492,100.89430785182007,1.4951017980432493,-0.0,0.0,99.39920605377682,102.38940964986332,0,7.38496351564379,7.38496351564379,1.7938062225860716,1.7938062225860716,0.017778132889543552,0.017778132889543552,False,False
231,2.31,101.11594338213779,100.94878180287492,1.4931017980432493,-0.0,0.0,99.45568000483166,102.44188360091817,0,7.38496351564379,7.38496351564379,1.7973974250366185,1.7973974250366185,0.0178134058319398,0.0178134058319398,False,False
232,2.32,101.19296400601733,101.11594338213779,1.4911017980432493,-0.0,0.0,99.62484158409454,102.60704518018103,0,7.38496351564379,7.38496351564379,1.8009958170792877,1.8009958170792877,0.017848748120307678,0.017848748120307678,False,False
233,2.33,101.15957841999563,101.19296400601733,1.4891017980432495,-0.0,0.0,99.70386220797408,102.68206580406058,0,7.38496351564379,7.38496351564379,1.804601413107601,1.804601413107601,0.01788415988843106,0.01788415988843106,False,False
234,2.34,101.40992342170867,101.15957841999563,1.4871017980432493,-0.0,0.0,99.67247662195237,102.64668021803888,0,7.38496351564379,7.38496351564379,1.8082142275439725,1.8082142275439725,0.0179196412703424,0.0179196412703424,False,False
235,2.35,101.30975442782147,101.40992342170867,1.4851017980432495,-0.0,0.0,99.92482162366542,102.89502521975191,0,7.38496351564379,7.38496351564379,1.8118342748396912,1.8118342748396912,0.017955192400322617,0.017955192400322617,False,False
236,2.36,101.46791477205727,101.30975442782147,1.4831017980432493,-0.0,0.0,99.82665262977822,102.79285622586472,0,7.38496351564379,7.38496351564379,1.8154615694748992,1.8154615694748992,0.01799081341290054,0.01799081341290054,False,False
237,2.37,101.38296002649865,101.46791477205727,1.4811017980432495,-0.0,0.0,99.98681297401401,102.94901657010053,0,7.38496351564379,7.38496351564379,1.8190961259588057,1.8190961259588057,0.018026504442854918,0.018026504442854918,False,False
238,2.38,101.57337075712663,101.38296002649865,1.4791017980432493,-0.0,0.0,99.9038582284554,102.8620618245419,0,7.38496351564379,7.38496351564379,1.8227379588296673,1.8227379588296673,0.01806226562521407,0.01806226562521407,False,False
239,2.39,101.41688749033433,101.57337075712663,1.4771017980432495,-0.0,0.0,100.09626895908337,103.05047255516988,0,7.38496351564379,7.38496351564379,1.8263870826547688,1.8263870826547688,0.01809809709525545,0.01809809709525545,False,False
240,2.4,101.23385626716515,101.41688749033433,1.4751017980432493,-0.0,0.0,99.94178569229108,102.89198928837759,0,7.38496351564379,7.38496351564379,1.830043512030636,1.830043512030636,0.01813399898850787,0.01813399898850787,False,False
241,2.41,101.18484413692701,101.23385626716515,1.4731017980432495,-0.0,0.0,99.7607544691219,102.7069580652084,0,7.38496351564379,7.38496351564379,1.8337072615830172,1.8337072615830172,0.01816997144075061,0.01816997144075061,False,False
