time,mid_price,inventory,cash,wealth,drawdown,reservation_price_as,half_spread_as,reservation_price_sc,half_spread_sc,u_skew,u_spr,bid,ask,bid_fill,ask_fill,reward
0.24,100.47213695573474,0,0.0,0.0,0.0,100.69879439853544,4.907101798043249,101.19879439853544,4.907101798043249,0.5,0.0,96.2916926004922,106.10589619657868,False,False,-0.0025
0.25,100.50062210294885,0,0.0,0.0,0.0,100.47213695573474,4.905101798043249,100.97213695573474,4.905101798043249,0.5,0.0,96.06703515769149,105.87723875377799,False,False,-0.0025
0.26,100.5323300411642,0,0.0,0.0,0.0,100.50062210294885,4.90310179804325,101.00062210294885,4.90310179804325,0.5,0.0,96.0975203049056,105.9037239009921,False,False,-0.0025
0.27,100.62368508867569,0,0.0,0.0,0.0,100.5323300411642,4.901101798043249,101.0323300411642,4.901101798043249,0.5,0.0,96.13122824312096,105.93343183920744,False,False,-0.0025
0.28,100.54733750987602,0,0.0,0.0,0.0,100.62368508867569,4.899101798043249,101.12368508867569,4.899101798043249,0.5,0.0,96.22458329063244,106.02278688671893,False,False,-0.0025
0.29,100.45345704183548,0,0.0,0.0,0.0,100.54733750987602,4.897101798043249,101.04733750987602,4.897101798043249,0.5,0.0,96.15023571183276,105.94443930791927,False,False,-0.0025
0.3,100.54276327704147,0,0.0,0.0,0.0,100.45345704183548,4.89510179804325,100.95345704183548,4.89510179804325,0.5,0.0,96.05835524379222,105.84855883987873,False,False,-0.0025
0.31,100.45810361463265,0,0.0,0.0,0.0,100.54276327704147,4.893101798043249,101.04276327704147,4.893101798043249,0.5,0.0,96.14966147899823,105.93586507508472,False,False,-0.0025
0.32,100.16868112014804,0,0.0,0.0,0.0,100.45810361463265,4.89110179804325,100.95810361463265,4.89110179804325,0.5,0.0,96.0670018165894,105.8492054126759,False,False,-0.0025
0.33,100.24863596549272,0,0.0,0.0,0.0,100.16868112014804,4.889101798043249,100.66868112014804,4.889101798043249,0.5,0.0,95.77957932210478,105.5577829181913,False,False,-0.0025
0.34,100.50848162504994,0,0.0,0.0,0.0,100.24863596549272,4.88710179804325,100.74863596549272,4.88710179804325,0.5,0.0,95.86153416744948,105.63573776353597,False,False,-0.0025
0.35000000000000003,100.32175808904796,0,0.0,0.0,0.0,100.50848162504994,4.88510179804325,101.00848162504994,4.88510179804325,0.5,0.0,96.12337982700669,105.89358342309319,False,False,-0.0025
0.36,100.25395147386784,0,0.0,0.0,0.0,100.32175808904796,4.883101798043249,100.82175808904796,4.883101798043249,0.5,0.0,95.93865629100472,105.7048598870912,False,False,-0.0025
0.37,100.34083620257701,0,0.0,0.0,0.0,100.25395147386784,4.881101798043249,100.75395147386784,4.881101798043249,0.5,0.0,95.8728496758246,105.63505327191109,False,False,-0.0025
0.38,100.05162463169931,0,0.0,0.0,0.0,100.34083620257701,4.87910179804325,100.84083620257701,4.87910179804325,0.5,0.0,95.96173440453376,105.71993800062026,False,False,-0.0025
0.39,100.09815987397025,0,0.0,0.0,0.0,100.05162463169931,4.87710179804325,100.55162463169931,4.87710179804325,0.5,0.0,95.67452283365606,105.42872642974257,False,False,-0.0025
0.4,100.05028874847564,0,0.0,0.0,0.0,100.09815987397025,4.875101798043249,100.59815987397025,4.875101798043249,0.5,0.0,95.723058075927,105.47326167201349,False,False,-0.0025
0.41000000000000003,100.09428808527,0,0.0,0.0,0.0,100.05028874847564,4.873101798043249,100.55028874847564,4.873101798043249,0.5,0.0,95.67718695043239,105.42339054651889,False,False,-0.0025
0.42,100.1656622970999,0,0.0,0.0,0.0,100.09428808527,4.87110179804325,100.59428808527,4.87110179804325,0.5,0.0,95.72318628722674,105.46538988331325,False,False,-0.0025
0.43,100.03771199054995,0,0.0,0.0,0.0,100.1656622970999,4.869101798043249,100.6656622970999,4.869101798043249,0.5,0.0,95.79656049905665,105.53476409514315,False,False,-0.0025
0.44,99.76237476103869,0,0.0,0.0,0.0,100.03771199054995,4.867101798043249,100.53771199054995,4.867101798043249,0.5,0.0,95.6706101925067,105.4048137885932,False,False,-0.0025
0.45,99.46821350213816,0,0.0,0.0,0.0,99.76237476103869,4.865101798043249,100.26237476103869,4.865101798043249,0.5,0.0,95.39727296299543,105.12747655908194,False,False,-0.0025
0.46,99.63583881571704,0,0.0,0.0,0.0,99.46821350213816,4.86310179804325,99.96821350213816,4.86310179804325,0.5,0.0,95.10511170409491,104.8313153001814,False,False,-0.0025
0.47000000000000003,99.71872070237224,0,0.0,0.0,0.0,99.63583881571704,4.861101798043249,100.13583881571704,4.861101798043249,0.5,0.0,95.27473701767379,104.99694061376029,False,False,-0.0025
0.48,99.772262994841,0,0.0,0.0,0.0,99.71872070237224,4.85910179804325,100.21872070237224,4.85910179804325,0.5,0.0,95.35961890432898,105.0778225004155,False,False,-0.0025
0.49,99.64984363502904,0,0.0,0.0,0.0,99.772262994841,4.857101798043249,100.272262994841,4.857101798043249,0.5,0.0,95.41516119679775,105.12936479288425,False,False,-0.0025
0.5,99.68125334851811,0,0.0,0.0,0.0,99.64984363502904,4.85510179804325,100.14984363502904,4.85510179804325,0.5,0.0,95.29474183698579,105.0049454330723,False,False,-0.0025
0.51,99.34631675957723,0,0.0,0.0,0.0,99.68125334851811,4.85310179804325,100.18125334851811,4.85310179804325,0.5,0.0,95.32815155047486,105.03435514656137,False,False,-0.0025
0.52,99.40245411296752,0,0.0,0.0,0.0,99.34631675957723,4.851101798043249,99.84631675957723,4.851101798043249,0.5,0.0,94.99521496153399,104.69741855762048,False,False,-0.0025
0.53,99.59900201517213,0,0.0,0.0,0.0,99.40245411296752,4.849101798043249,99.90245411296752,4.849101798043249,0.5,0.0,95.05335231492427,104.75155591101077,False,False,-0.0025
0.54,99.40597866272566,0,0.0,0.0,0.0,99.59900201517213,4.84710179804325,100.09900201517213,4.84710179804325,0.5,0.0,95.25190021712888,104.94610381321539,False,False,-0.0025
0.55,99.24170132688079,0,0.0,0.0,0.0,99.40597866272566,4.84510179804325,99.90597866272566,4.84510179804325,0.5,0.0,95.06087686468241,104.7510804607689,False,False,-0.0025
0.56,99.42801592945564,0,0.0,0.0,0.0,99.24170132688079,4.843101798043249,99.74170132688079,4.843101798043249,0.5,0.0,94.89859952883754,104.58480312492404,False,False,-0.0025
0.5700000000000001,99.41986342422855,0,0.0,0.0,0.0,99.42801592945564,4.841101798043249,99.92801592945564,4.841101798043249,0.5,0.0,95.08691413141239,104.7691177274989,False,False,-0.0025
0.58,99.32886672816039,0,0.0,0.0,0.0,99.41986342422855,4.83910179804325,99.91986342422855,4.83910179804325,0.5,0.0,95.0807616261853,104.7589652222718,False,False,-0.0025
0.59,99.36338431170482,0,0.0,0.0,0.0,99.32886672816039,4.83710179804325,99.82886672816039,4.83710179804325,0.5,0.0,94.99176493011714,104.66596852620364,False,False,-0.0025
