final_wealth,mean_step_pnl,std_step_pnl,sharpe_like,max_drawdown,mean_drawdown,final_inventory,mean_inventory,mean_abs_inventory,inventory_std,max_inventory,min_inventory,num_bid_fills,num_ask_fills,total_fills,fill_imbalance,step_pnl_p05,step_pnl_p01,bid_change_std,ask_change_std,spread_change_std,seed
22.322127980702888,0.044555145670065646,0.3315645166590157,0.13437850985650623,1.0124473914107597,0.2275154431483351,0,-0.0998003992015968,0.31137724550898205,0.5744736374106651,2,-1,10,10,20,0,-0.2164854394776512,-0.36034838954942927,0.3032863613414958,0.318027996177606,0.06481077416440101,42
15.629613015840206,0.03119683236694652,0.2925455596163274,0.1066392270925405,3.33984627074841,0.5914377896468861,1,0.39520958083832336,0.5189620758483033,0.6029071288250156,1,-1,10,9,19,1,-0.2490584629623953,-0.40744261355132494,0.3801338109563324,0.3571061905689039,0.07054545222547962,43
32.783133704449156,0.06543539661566698,0.3171235365919831,0.2063403975582267,1.7289470931710298,0.26926856925693904,-1,0.17165668662674652,0.6107784431137725,0.859345710351893,2,-2,12,13,25,1,-0.21675300930671426,-0.38550851644524187,0.3570756689365918,0.3350299642595482,0.06871250291305159,44
23.8664080433538,0.047637541004698206,0.30159555319475034,0.15795173536189078,3.6914317412565225,0.5685377347446451,-1,-0.6487025948103793,0.7005988023952096,0.5799511301594761,1,-2,9,10,19,1,-0.27797122481167946,-0.5151608593413499,0.3060630797062666,0.3435271169182522,0.0880012618483949,45
20.031411992617564,0.039982858268697734,0.3135416401594465,0.12752009030838005,3.5788229686428963,0.41375210572150317,2,0.27345309381237526,0.34930139720558884,0.641150413160133,3,-1,13,11,24,2,-0.24854631787546566,-0.46198029951806063,0.3126351799694924,0.2946998514697423,0.08138011503464138,46
27.317856854707912,0.05452666038863855,0.33736911507329015,0.16162315384628953,3.0404967278669375,0.42142037562500917,1,0.3852295409181637,0.5688622754491018,0.765049931184618,2,-1,10,9,19,1,-0.2620340697121435,-0.4043893573874726,0.3379068491246466,0.3157183459272677,0.08035836062003839,47
20.97198294766241,0.04186024540451579,0.302766243798091,0.1382592883514892,3.647973633030091,0.3414330514670148,2,0.29141716566866266,0.5149700598802395,0.7713016190990075,2,-1,12,10,22,2,-0.28816481580575726,-0.5375499820243306,0.35379273080257595,0.3355272450878526,0.08505986588829367,48
19.85960454578867,0.03963992923311112,0.2957882403159333,0.13401455443474508,2.073136282340684,0.21973599088307283,0,-0.22355289421157684,0.33532934131736525,0.5982676254792724,1,-2,10,10,20,0,-0.25404214000727166,-0.4059639340197805,0.27780063666721094,0.29483877680455184,0.07796544348774882,49
28.74620663693935,0.05737765795796277,0.3207073738296127,0.1789096935085372,1.5106873842648838,0.3859005166862239,-1,-0.06986027944111776,0.48902195608782434,0.738315501963166,1,-2,14,15,29,1,-0.25505361709720376,-0.3833352512889263,0.34755555758744505,0.3526833810732977,0.08018630417640939,50
31.52004054541993,0.06291425258566853,0.2960735552458992,0.2124953460744024,1.8306396295194531,0.1636770508090412,0,0.06986027944111776,0.44510978043912175,0.7163168156892046,1,-2,13,13,26,0,-0.1756501467865803,-0.43007447599811144,0.3567360303802919,0.34679842723954835,0.07276454207686484,51
26.303563052397976,0.0525021218610738,0.2822126581485237,0.1860374449726376,1.9214789270678523,0.3056903406537896,3,0.42115768463073855,0.48502994011976047,0.7129315935528656,3,-1,15,12,27,3,-0.2069387351923666,-0.39426198885014685,0.3593694498844336,0.32426064176643893,0.07441068983118981,52
26.16087571470105,0.05221731679581048,0.30613377703344447,0.1705702562508654,1.7868255794704595,0.20327167151665623,-1,-0.13972055888223553,0.5508982035928144,0.7825848974753391,2,-2,11,12,23,1,-0.22750501209171148,-0.3702450148473133,0.34264371802705434,0.34068981675675236,0.06787505085803779,53
18.875168428217194,0.03767498688266905,0.26209545599058204,0.1437452882963339,1.7775316581286233,0.2259304671229301,1,0.04590818363273453,0.31736526946107785,0.5620393434208091,1,-1,11,10,21,1,-0.19574968358159595,-0.37128612071748535,0.3129197933037607,0.317903544810678,0.06799419159991689,54
21.647932319550506,0.0432094457476058,0.2609147394678842,0.16560753078021803,1.8881201355583244,0.16204862924303334,-1,-0.27944111776447106,0.36327345309381237,0.5811682088913227,1,-2,10,11,21,1,-0.18647736254052916,-0.3372859050058139,0.30548275111857015,0.32875851395817374,0.059772948076020356,55
19.248684145644134,0.03842052723681464,0.26578339319585925,0.14455578572720493,1.784942317804692,0.301725409453573,-1,-0.19161676646706588,0.38323353293413176,0.5892449243212227,1,-1,10,11,21,1,-0.207583839725487,-0.32509137583855363,0.33798593889422096,0.35805613064935116,0.06694434234361608,56
15.87645927575015,0.03168953947255519,0.23188749681593296,0.13665911231761224,1.2514932932295437,0.2560162099151139,-1,0.03792415169660679,0.2694610778443114,0.5182266707103456,1,-1,7,8,15,1,-0.18523247587067715,-0.2891905979974325,0.3141855514809716,0.31378112332132646,0.05850089680118719,57
11.605277837619255,0.023164227220796915,0.22690045021055097,0.1020898248513818,2.300100709192577,0.26777678067816507,-1,-0.20958083832335328,0.2654690618762475,0.47115605053113324,1,-1,6,7,13,1,-0.20718586576150244,-0.32430229370422126,0.30144074996482606,0.31535488413923957,0.05787795015170543,58
29.781014380127345,0.059443142475304085,0.341645610071586,0.1739906520756254,1.6907437371595506,0.19675023560312307,1,0.12974051896207583,0.40119760479041916,0.6611608976148924,2,-1,15,14,29,1,-0.2137041792920229,-0.3795895132127214,0.35000283396238613,0.33821753498410306,0.07754763227248791,59
27.851458489016466,0.05559173351101091,0.3049226233080004,0.18231423076363784,1.3594997235070707,0.307126494579424,-3,-0.021956087824351298,0.4251497005988024,0.7276791642392025,1,-3,10,13,23,3,-0.1971573616855551,-0.38926324425354153,0.30326757188904707,0.30611478924651847,0.06752918386973605,60
20.150665820299608,0.04022088986087746,0.36390860705814254,0.11052470065469144,2.6990679442290286,0.5606375786793811,-1,0.2774451097804391,0.5089820359281437,0.704890246407934,2,-1,11,12,23,1,-0.31931532184148637,-0.46838038691183215,0.3321594165665693,0.3116398658717244,0.08758662744274885,61
28.718376793485888,0.057322109368235306,0.27222660864566023,0.21056762104632185,1.675529938987978,0.2136069051079524,1,0.17365269461077845,0.48502994011976047,0.6868656572705645,2,-1,14,13,27,1,-0.21924857974462952,-0.36837571941086367,0.29631863202700304,0.28031268359366,0.07497152955883177,62
22.298914329944807,0.04450881103781398,0.3691678965279418,0.12056522643572994,5.165838088167959,1.0501321957011494,2,0.0718562874251497,0.810379241516966,1.2111260658186618,3,-2,12,10,22,2,-0.36287954572560466,-0.7855382703751843,0.34636047530278774,0.3614135861330095,0.10422447214569207,63
28.520030231247006,0.05692620804640121,0.27870418282731296,0.20425315281855252,1.3345297565280134,0.09067079010051152,-3,-0.015968063872255488,0.37924151696606784,0.6955174411745861,1,-3,10,13,23,3,-0.15647390958183394,-0.3317200952785839,0.3023192108650566,0.29887218242402147,0.06418896363700922,64
24.1937630195566,0.048290944150811574,0.38779196298779434,0.12452796540346814,4.605747930521275,1.207825426184907,-1,0.18163672654690619,0.780439121756487,0.951284455758877,2,-1,12,13,25,1,-0.36526034489710923,-0.6222107649304291,0.35483300084877656,0.3563357558812427,0.10101123212655287,65
21.426881956036524,0.04276822745715873,0.3102043591536988,0.1378711362203335,1.6108006559711612,0.3778478744698001,0,-0.08582834331337326,0.4810379241516966,0.7256850297994646,1,-2,13,13,26,0,-0.2571825300381647,-0.43706889292798223,0.3359363919357074,0.34811827278565044,0.08446868221161954,66
18.469348554355662,0.0368649671743626,0.22188791063546026,0.166142297111274,1.9124321374666522,0.18861058658159,0,-0.2554890219560878,0.36327345309381237,0.5464382951251143,1,-1,8,8,16,0,-0.17388903958251944,-0.3668133392163355,0.2959598675072278,0.3149062475412313,0.05757340681523023,67
