n_runs,mean_final_wealth,std_final_wealth,mean_mean_step_pnl,mean_std_step_pnl,mean_sharpe_like,min_final_wealth,max_final_wealth,final_wealth_p05,mean_final_inventory,mean_abs_inventory,mean_inventory_std,mean_bid_fills,mean_ask_fills,mean_total_fills,mean_fill_imbalance,mean_max_drawdown,mean_mean_drawdown,max_of_max_drawdown,mean_bid_change_std,mean_ask_change_std,mean_spread_change_std
50,22.53164569726478,5.653423703365062,0.04497334470511933,0.30265445309432587,0.14876625335206728,8.652753489532628,33.86340166863451,13.279509611521815,0.24,0.5042315369261476,0.7566579278149568,11.92,11.68,23.6,1.48,2.7125418710178413,0.4246468770364054,5.614069151875526,0.3015566701137403,0.3015565585195566,0.0002524767533418563
