final_wealth,mean_step_pnl,std_step_pnl,sharpe_like,max_drawdown,mean_drawdown,final_inventory,mean_inventory,mean_abs_inventory,inventory_std,max_inventory,min_inventory,num_bid_fills,num_ask_fills,total_fills,fill_imbalance,step_pnl_p05,step_pnl_p01,bid_change_std,ask_change_std,spread_change_std
48.89591473427096,0.024435739497386786,0.29065210163532973,0.08407212388906556,2.6112465915061875,0.8848306108695344,1,0.06346826586706647,0.25737131434282856,0.5333570709360111,2,-2,24,23,47,1,-0.1873195635220526,-0.3954557450734768,0.48579401505385145,0.48579399070667034,0.00012642787665701757
