final_wealth,mean_step_pnl,std_step_pnl,sharpe_like,max_drawdown,mean_drawdown,final_inventory,mean_inventory,mean_abs_inventory,inventory_std,max_inventory,min_inventory,num_bid_fills,num_ask_fills,total_fills,fill_imbalance,step_pnl_p05,step_pnl_p01,bid_change_std,ask_change_std,spread_change_std,barrier_hit,survived,steps_survived
16.506635941846582,0.032947377129434297,0.25026492252313987,0.1316500003161901,1.7668125497399956,0.5150611451473802,2,-0.04790419161676647,0.5349301397205589,0.8773258224869452,2,-3,14,12,26,2,-0.161093699501194,-0.39056310600963684,0.6081091992145369,1.0372035950669443,0.7531655223017263,0,1,500
-3.0739189325604315,-0.030434840916439915,0.9408640867640861,-0.03234775494628785,9.90570232873246,0.16643622013894616,-1,-0.5445544554455446,0.5445544554455446,0.8188376209633693,0,-2,3,4,7,1,-0.14162391941374608,-0.4414424372439214,0.9149518735975202,1.5113370220236173,0.6000222386967775,1,0,100
25.324705733370195,0.050548314837066254,0.3454940490358225,0.14630733865890366,3.537379149289251,0.4600230778747497,-2,-0.7544910179640718,1.0379241516966067,1.263963919745798,2,-3,13,15,28,2,-0.35743347946458925,-0.8468982019567477,0.5622437727363498,0.8736109459834818,0.5240657439520656,0,1,500
27.394659640663235,0.05467995936260127,0.3514504012528002,0.15558371584590708,4.337352158400677,0.5719363126150954,4,0.33532934131736525,0.6986027944111777,0.9546357113147221,4,-2,20,16,36,4,-0.19710252638250836,-0.49377691279093483,0.9757424458595911,0.7774356378144626,0.8247643323907935,0,1,500
21.739443412602242,0.043392102619964554,0.31371004949895837,0.13831913478426938,3.293186948343987,0.7952510191778659,2,0.7465069860279441,1.0978043912175648,1.0814863727533037,2,-2,16,14,30,2,-0.23859559941620034,-0.658905267777925,0.9394424720397612,0.8735610752651259,0.6190338472038763,0,1,500
13.60915264633499,0.027163977337993993,0.25022793298366325,0.1085569345276049,2.999220642740056,0.5604619919422986,-1,0.6227544910179641,0.7465069860279441,1.0350851161159598,3,-1,9,10,19,1,-0.18170256089547365,-0.48501909050770564,1.164881039504222,0.9036471751144975,0.8968442188286142,0,1,500
24.71570444339791,0.04933274339999583,0.2717757997885334,0.1815200008175847,2.6308982019567537,0.4956741827936347,1,0.3652694610778443,0.6007984031936128,0.7213261240559009,2,-1,16,15,31,1,-0.1438159709811373,-0.27889820195674986,0.7232155018530521,0.5454598556845474,0.5559923596453751,0,1,500
10.201473458428808,0.04928248047550149,0.5936728214902524,0.0830128627948781,6.006334493560189,0.3148952295365356,-1,-0.5652173913043478,0.8647342995169082,1.0213012003478683,1,-2,7,8,15,1,-0.40826567699848226,-1.1550089472975698,0.7692126782109929,1.2784491308441142,0.8968027055220551,1,0,206
9.626620281940717,0.01921481094199744,0.36620070627371515,0.05247070967575618,5.898696783976419,1.5965340484991146,2,0.47704590818363274,0.6606786427145709,0.9746650993486038,3,-1,15,13,28,2,-0.32955637890829337,-1.1897938292020172,0.938793942277119,0.7998056834923691,0.8983284499469176,0,1,500
13.917295845671447,0.027779033624094705,0.3434765416670555,0.08087607231978326,3.074705114421846,0.7073576315406827,-4,-0.32934131736526945,1.031936127744511,1.4259443766393767,2,-4,9,13,22,4,-0.22801502822969155,-0.6600126304904848,0.922045423432541,0.6294277629548525,0.8664153761239654,0,1,500
18.953406182162524,0.037831150064196656,0.3423767273359618,0.11049568222247722,5.81485907419524,1.7097213161902212,1,-0.31137724550898205,0.7664670658682635,1.104015534039806,2,-3,14,13,27,1,-0.22007279662959434,-0.6160942552848354,0.6811421746908293,0.6194563504085252,0.709292255691568,0,1,500
7.379366275171819,0.0572043897300141,0.787675613350384,0.07262429959792989,9.0493816766582,0.12327915549330715,1,0.5736434108527132,0.6511627906976745,0.6468094024523571,2,-1,9,8,17,1,-0.13744961116958052,-0.6945748516857599,1.3475077009955903,0.8571798899265806,0.497941752838586,1,0,128
28.551447001377596,0.056988916170414364,0.2627211985656861,0.21691784477737514,1.5413702888831153,0.13189866863865443,-4,-0.31137724550898205,0.5988023952095808,0.9832854618070979,2,-4,11,15,26,4,-0.17901237816141702,-0.46878909550562753,0.9790464855899212,0.7165400402029665,1.0122433027607702,0,1,500
20.318778995858622,0.04055644510151422,0.2876353272240494,0.14099952704968804,3.0673055842682544,0.4623610821360044,-1,0.04790419161676647,0.6147704590818364,0.8280704069113901,2,-2,13,14,27,1,-0.21892584664800552,-0.45903088653822977,0.6797523934968979,0.6760716064503663,0.7728768031493166,0,1,500
-7.584819305745128,-0.21068942515958688,1.7777326960214315,-0.11851580703386488,10.658520426154553,0.8320806377010249,-1,-1.1388888888888888,1.1388888888888888,0.4244510927759878,0,-2,1,2,3,1,-0.8527283440051825,-6.919955735021246,1.9534488778344026,3.9454777459587063,2.1127152483557565,1,0,35
-6.376376412225724,-0.09377024135626065,1.1753640545341888,-0.07977974228022752,10.878665399624808,0.29795108145679555,1,0.5147058823529411,0.5147058823529411,0.7016536343891112,2,0,2,1,3,1,-0.2876710502348452,-3.8729608566788216,1.9028750557773817,1.1062890252826667,0.8005383658224268,1,0,67
20.98878230816382,0.041893777062203236,0.2141806229490976,0.19560022043620703,0.9357096453884424,0.18216339876672674,-1,0.04590818363273453,0.249500998003992,0.5584695368172683,2,-1,12,13,25,1,-0.07872835275630052,-0.21970729268936395,0.37732187331476424,0.4300365072974449,0.6295426943298064,0,1,500
15.773364847433214,0.03148376217052538,0.3086135598023882,0.10201678173370957,3.7575766484459194,0.965809684512873,-2,0.36127744510978044,0.8602794411177644,1.1606970168266393,3,-2,12,14,26,2,-0.2179296902700827,-0.7508982019567583,0.8909178321134561,0.9008509839769749,0.8429199273857704,0,1,500
7.5544795887892064,0.017247670294039286,0.35427517167543504,0.048684389065209034,7.391408232207937,0.983225463653231,3,1.0707762557077625,1.1757990867579908,1.424536486559815,4,-1,13,10,23,3,-0.406544248445013,-0.8097402951533887,0.9871459767026979,0.6204622577593252,1.1443250077549443,1,0,437
7.009499488054772,0.024856381163314793,0.41485426379979345,0.059915935142106774,6.105429453448508,0.6312953895574738,-1,0.03900709219858156,1.00354609929078,1.1698631516309197,3,-2,7,8,15,1,-0.23746695447707608,-0.46381679326345077,0.8678828211354715,1.0860156554473461,0.9673757508672068,1,0,281
31.2930492792064,0.0624611762060008,0.3731323712059701,0.16739683025613092,2.404897545630263,0.5702195405905116,-2,-1.0119760479041917,1.379241516966068,1.18484441486009,2,-3,12,14,26,2,-0.348007779052395,-0.6897729817522418,0.8251890764704477,0.8965633602801006,0.5683713609815615,0,1,500
11.374400636903573,0.02270339448483747,0.32107868640588016,0.07070975261206555,5.334563912731056,1.4184794712637185,1,-0.19560878243512975,0.8263473053892215,1.1973557026392427,2,-3,11,10,21,1,-0.21128400876295927,-0.6409990304201756,0.7519742045616791,0.8232908928035806,0.9546761775513364,0,1,500
16.520099279037495,0.03297425005795907,0.28633301030280406,0.11516049100651318,4.1764623089051724,1.111188965969155,1,-0.2554890219560878,0.7345309381237525,0.840591940467693,2,-2,13,12,25,1,-0.17533499565280408,-0.4581009072893778,0.7973854577959845,0.7632716735197727,0.8788138897663746,0,1,500
9.794351698158636,0.01954960418794139,0.3080771074340519,0.0634568545215999,4.925970581373321,1.870877504190871,-2,-0.07385229540918163,0.7485029940119761,0.9698118014025817,1,-2,12,14,26,2,-0.20885904264854105,-0.6948982019567609,0.6142223159086051,0.8358433852577256,0.6266159142441503,0,1,500
25.596097278981745,0.05109001452890568,0.42962565093308996,0.11891751439381244,5.121639252496891,0.9509138689573337,4,1.0379241516966067,1.377245508982036,1.3463130699192998,4,-1,19,15,34,4,-0.38736289349574804,-1.1822262762960918,0.9641533256801287,0.9850567695281844,0.733367168602489,0,1,500
23.753545408701655,0.047412266284833644,0.2563350855572684,0.18496206315875632,1.242599257844148,0.16665256362211534,2,-0.011976047904191617,0.49500998003992014,0.8221047910243253,2,-2,15,13,28,2,-0.13475205125858736,-0.2774219521836869,0.448083449160111,0.675260627084614,0.6185255079493749,0,1,500
23.112024192865988,0.04613178481609977,0.30120349979200534,0.15315819652760576,2.705119227654791,0.8156436005467963,4,0.6287425149700598,0.8043912175648703,1.0401404787666242,4,-1,14,10,24,4,-0.18326090698599273,-0.7046798682053179,0.9538408351675982,0.5573577587903853,0.7661453209713601,0,1,500
-7.076507831972805,-0.055720534110022084,1.3269838260746345,-0.041990364174074084,14.394399795135229,0.5997358819885331,2,1.6771653543307086,1.6771653543307086,0.765131898202718,3,0,5,3,8,2,-0.34636049089213544,-0.43818997359811135,2.1049819857541916,1.2966062614141465,0.9416275214098014,1,0,126
23.042205875776418,0.04599242689775732,0.27560476421265984,0.16687819976182328,2.0196541595825437,0.32535071873397187,-1,0.0718562874251497,0.4590818363273453,0.7119173739314059,3,-1,8,9,17,1,-0.17916634019333344,-0.3964599171292491,0.8807353204135928,0.5629881377125794,0.8047921495541768,0,1,500
24.25838168732085,0.04841992352758653,0.3078693950834576,0.1572742347913586,2.719684669100033,0.38466868888724304,2,0.35528942115768464,0.7984031936127745,1.0665444041707144,3,-2,16,14,30,2,-0.20300285748484725,-0.4818845027651548,0.8051815932628004,0.68551827415599,0.7113214491241154,0,1,500
6.1120810302659265,0.03704291533494501,0.6051904726324245,0.061208688850894415,6.761735291096812,0.12475293292121542,1,0.6727272727272727,0.793939393939394,0.905024163291736,2,-1,6,5,11,1,-0.1230555138714891,-0.33627121344017724,0.9820606239377612,0.5951943726564386,0.3935302821902518,1,0,164
6.37802773304918,0.04114856601967213,0.5276051863810849,0.07799120835380279,6.033323483381196,1.0497634195874948,-3,-0.4258064516129032,0.9548387096774194,1.2428934982572137,1,-4,6,9,15,3,-0.2991641805949172,-2.2306736572743042,1.6695586319934992,1.5791572842648465,0.9230708397965913,1,0,154
26.071432507093192,0.05203878743930777,0.23245013395478709,0.22387075693923128,1.0134421181784035,0.07338579923483095,0,0.21357285429141717,0.44510978043912175,0.6813922579407817,2,-2,12,12,24,0,-0.12535466033919818,-0.21195901590755284,0.22780251346202046,0.5192584585057267,0.3831247890492492,0,1,500
-5.35475713307828,-0.07045733069839842,1.1438201117524633,-0.06159826180218857,10.958958748634458,0.3490263861468536,1,1.144736842105263,1.1710526315789473,0.8116476635982891,2,-1,3,2,5,1,-0.3466903146008349,-3.439699273370895,1.9858631826073656,1.2450236267484196,1.4222812715629063,1,0,75
1.1536510720488309,0.004386505977371981,0.40352625768284583,0.01087043505557627,6.7535359569073705,0.860184500899329,0,0.4752851711026616,0.4752851711026616,0.6287918672026385,2,0,5,5,10,0,-0.1874458541175528,-1.0487620816953416,1.0260813487148004,0.7175181907910936,0.8618924559744616,1,0,262
18.999083870908223,0.037922323095625196,0.2867080698880866,0.13226807013243644,3.647771155029801,0.6225984334837995,0,0.021956087824351298,0.4491017964071856,0.7358783636361815,2,-2,11,11,22,0,-0.1577070751955887,-0.7262166039278384,0.9172885031857968,0.6395742370646503,0.90848599548041,0,1,500
16.77548792123433,0.03348400782681503,0.3137056000564692,0.1067370420568869,3.2407565754415373,0.5736757532145746,-1,-1.1616766467065869,1.2055888223552895,0.9999041870267036,1,-3,13,14,27,1,-0.326281395187209,-0.5352003091043116,0.7616623470480113,1.2535204698800562,0.7291740560278002,0,1,500
28.041601422904932,0.05597126032515955,0.29374275964475594,0.19054515724118287,2.230898201956748,0.23354384260725108,-2,-0.31736526946107785,0.7724550898203593,1.0124612804010715,2,-2,14,16,30,2,-0.15381171246609426,-0.31857559810484304,0.7680192074737666,1.0407051591527525,0.6590338413040948,0,1,500
36.616433205090814,0.07308669302413336,0.367381764962015,0.19893935952834002,3.9813753881708465,0.4236193418981082,0,-0.3473053892215569,0.810379241516966,1.0115027061510504,2,-3,19,19,38,0,-0.17581212335240082,-0.44342250766294455,0.9095129981582094,0.8763834669176447,0.7897576235681634,0,1,500
22.257502357552767,0.04442615241028496,0.3015225357041624,0.14733940966099518,3.08483905910569,0.33552998937526973,5,0.4870259481037924,0.8862275449101796,1.3062661816511019,5,-2,18,13,31,5,-0.22331217258971492,-0.5307575466819969,0.7272699073763811,0.6182374406878337,0.9941055798978461,0,1,500
19.340478306244876,0.03860374911426123,0.32036534728305716,0.12049914087628395,4.129979847355486,0.9368206482294194,1,-0.5329341317365269,1.4311377245508983,1.6041861405873994,3,-3,14,13,27,1,-0.3313684033192601,-0.5979259625135569,0.8873628793662335,1.4885227226339541,0.7891853419723616,0,1,500
20.37387023878128,0.07408680086829555,0.4081866743596783,0.18150225257679928,6.115969018019285,0.20121182859388512,2,0.8981818181818182,0.9054545454545454,0.7476217546255479,3,-1,13,11,24,2,-0.18216238746759641,-1.0669344879469764,0.5540403621665967,0.35467154234061266,0.21442562359881323,1,0,274
35.47844491463448,0.07081525931064767,0.372557844133719,0.19007856209582444,3.4022677107566324,0.49063887434679715,2,0.21157684630738524,1.2574850299401197,1.6034792510609028,3,-3,20,18,38,2,-0.3403580493006473,-0.619753867306656,1.384173161557506,1.1121247309034796,0.795108674323222,0,1,500
14.783968217621236,0.02950891859804638,0.3033381920478778,0.09728059100876923,4.192128342395378,0.8232042363031622,-1,-0.42115768463073855,0.6926147704590818,0.8833297555759277,2,-2,13,14,27,1,-0.18385815533589778,-0.4252634481230473,0.6195491373621281,0.7283860262179124,0.6991412967679043,0,1,500
31.83899861943175,0.06355089544796756,0.386915806320663,0.16424993347295416,3.338479457212941,0.45786644495013024,2,1.0059880239520957,1.5009980039920159,1.6217163968636092,4,-2,14,12,26,2,-0.3495541199396257,-0.6303830744122081,1.2033935359531576,1.285847413810474,0.89267368281138,0,1,500
26.539026975670666,0.052972109731877576,0.28214238529364905,0.18774956366997944,2.8634631804720954,0.3079555307141056,1,-0.15169660678642716,0.49500998003992014,0.7049412144061823,2,-1,15,14,29,1,-0.17110869423166264,-0.46741881332334856,0.5162327444704727,0.807249862870355,0.7474113351990542,0,1,500
20.944400417496126,0.04180519045408408,0.3293306928998796,0.12693985515242096,2.7315117178676047,0.5560639547661345,4,0.5489021956087824,1.5908183632734532,2.0268457742056176,4,-3,13,9,22,4,-0.30574340963562463,-0.7524520030538042,0.9134226440829446,0.6831346174194838,0.7912524906652937,0,1,500
13.796036689420305,0.02753699938008045,0.2607803379235008,0.10559461498992596,3.1028151858260884,0.4994402099342969,3,0.5848303393213573,0.716566866267465,0.9671036248291518,3,-1,10,7,17,3,-0.18892585351187563,-0.4763086571683175,0.9206139918860021,0.5632938029581678,0.8446225505196427,0,1,500
13.23876184480406,0.04150082083010677,0.49845219736741114,0.08325937983463856,7.380790318070012,0.2954053251779528,2,0.23510971786833856,0.6927899686520376,1.2252156416024402,4,-2,11,9,20,2,-0.16237517780212443,-1.5952310276718398,0.8292730887611289,0.7942493226523663,0.8378611054784081,1,0,318
22.477945974578063,0.04486615962989633,0.26152379938941067,0.17155669860439268,2.247014851671281,0.2779425984273484,-2,0.3373253493013972,0.5209580838323353,0.7483208081672778,2,-3,12,14,26,2,-0.15230061836447817,-0.530886507496092,0.6211402215183103,0.5236521247299457,0.8549763177913363,0,1,500
-8.591871746348218,-0.0999054854226537,1.0431181877146338,-0.09577580623097054,12.339382977737714,0.31945778254238105,1,1.127906976744186,1.127906976744186,0.891746622255276,2,0,2,1,3,1,-0.2839410866620682,-3.0091946974050923,1.7880174842974648,1.117862171754564,0.6728739846206028,1,0,85
