model,n_runs,mean_final_wealth,std_final_wealth,mean_sharpe_like,final_wealth_p05,mean_abs_inventory,mean_inventory_std,mean_max_drawdown,mean_mean_drawdown,mean_fill_imbalance,mean_total_fills,barrier_hit_rate,survival_rate,mean_steps_survived
AS_regime_barrier,50,16.60119650262938,10.91287140141033,0.10935428753319876,-5.916647736609375,0.8492024972503356,1.0117940298889552,4.6981312223687945,0.6041955518586964,1.8,22.84,0.28,0.72,412.54
SCMM_v4_gated_regime_barrier,50,18.348220557362804,10.548217503779584,0.12461803558349359,-5.415232767837794,0.7304080052621857,0.91415566751385,4.164891076500046,0.571735378199981,1.26,23.9,0.14,0.86,447.08
