final_wealth,mean_step_pnl,std_step_pnl,sharpe_like,max_drawdown,mean_drawdown,final_inventory,mean_inventory,mean_abs_inventory,inventory_std,max_inventory,min_inventory,num_bid_fills,num_ask_fills,total_fills,fill_imbalance,step_pnl_p05,step_pnl_p01,bid_change_std,ask_change_std,spread_change_std,seed
21.786300425226017,0.043485629591269497,0.32233917839367904,0.13490643553736667,1.0124473914107597,0.2613064571645229,0,-0.0998003992015968,0.31137724550898205,0.5744736374106651,2,-1,10,10,20,0,-0.2164854394776512,-0.36034838954942927,0.29804767869832816,0.3021228751518462,0.02014732715066813,42
20.231852733292257,0.0403829395874097,0.2893472655484854,0.1395656513660857,2.0583270726051808,0.35158629535430536,0,0.27944111776447106,0.40718562874251496,0.5742442747001907,1,-1,11,11,22,0,-0.21160211323221745,-0.3623214073960952,0.36697512532245674,0.3664557047186358,0.021251994521378315,43
32.447994868231106,0.06476645682281658,0.31072518555317774,0.20843645714558265,1.7289470931710298,0.27852437604214453,-1,0.17564870259481039,0.6147704590818364,0.8608634202609107,2,-2,12,13,25,1,-0.21675300930671426,-0.38550851644524187,0.33603061332563455,0.32421555354581394,0.022857014783422374,44
27.42021502120008,0.05473096810618778,0.3205845864908706,0.17072239406486764,3.336090675467645,0.5608640922229073,-2,-0.6986027944111777,0.7744510978043913,0.6534355698247347,1,-3,10,12,22,2,-0.28659795488687223,-0.5151608593413499,0.31209635219779486,0.3186717736534953,0.022073197110518902,45
16.191190918607532,0.03231774634452601,0.29029145242996357,0.11132861844153591,3.5788229686428963,0.564890747943685,2,0.27345309381237526,0.34530938123752497,0.6380233947869068,3,-1,12,10,22,2,-0.24854631787546566,-0.46198029951806063,0.28887146277401315,0.2897878256117919,0.021268411199571263,46
31.356446253406205,0.06258771707266708,0.34936318322084414,0.1791480043646275,3.217969165905231,0.2141626089626047,2,0.38323353293413176,0.5668662674650699,0.9278137331131143,3,-1,11,9,20,2,-0.25013850260758375,-0.5184884218265893,0.32263068849600807,0.32157642762144584,0.021123931538291445,47
20.55296286623178,0.04102387797651054,0.29729452730253714,0.13799069343320014,3.647973633030091,0.3424085175678526,2,0.3213572854291417,0.48502994011976047,0.7392719080905322,2,-1,12,10,22,2,-0.27709583023485607,-0.5375499820243306,0.3330383435025099,0.3292921093288642,0.021991002232203426,48
21.23066693607457,0.04237658071072768,0.29389698307896667,0.14418855296380298,1.5052591176696382,0.19965787784678737,-1,-0.3033932135728543,0.38323353293413176,0.6097281878623065,1,-2,10,11,21,1,-0.24519580750720138,-0.3973435939982721,0.27644579509988426,0.27934216537375073,0.021087543748460478,49
29.789294262400006,0.05945966918642716,0.32141864974690687,0.1849913476802364,1.584573298622928,0.3156725504212911,-1,-0.06786427145708583,0.4870259481037924,0.7371466811570938,1,-2,15,16,31,1,-0.25505361709720376,-0.3833352512889263,0.35343183889095764,0.35685068178283663,0.024881123198173725,50
31.466973655741782,0.0628083306501832,0.2961120684888625,0.21210999933403074,1.9833232946351984,0.1874917258923294,0,0.06986027944111776,0.44510978043912175,0.7163168156892046,1,-2,13,13,26,0,-0.1756501467865803,-0.43007447599811144,0.340647947704872,0.3356821431495726,0.023616065219615567,51
