n_runs,mean_final_wealth,std_final_wealth,mean_mean_step_pnl,mean_std_step_pnl,mean_sharpe_like,min_final_wealth,max_final_wealth,final_wealth_p05,mean_final_inventory,mean_abs_inventory,mean_inventory_std,mean_bid_fills,mean_ask_fills,mean_total_fills,mean_fill_imbalance,mean_max_drawdown,mean_mean_drawdown,max_of_max_drawdown,mean_bid_change_std,mean_ask_change_std,mean_spread_change_std
50,22.52267556003739,5.794085952550902,0.044955440239595586,0.29633829769781334,0.15149815400924907,8.636721066945569,32.447994868231106,12.96224664590412,0.06,0.4598003992015968,0.6965585885879364,11.54,11.48,23.02,1.18,2.306374445475722,0.39352959493473016,4.898219810534229,0.3182823204011159,0.31812918365899284,0.02198561635823689
