n_runs,mean_final_wealth,std_final_wealth,mean_mean_step_pnl,mean_std_step_pnl,mean_sharpe_like,min_final_wealth,max_final_wealth,final_wealth_p05,mean_final_inventory,mean_abs_inventory,mean_inventory_std,mean_bid_fills,mean_ask_fills,mean_total_fills,mean_fill_imbalance,mean_max_drawdown,mean_mean_drawdown,max_of_max_drawdown,mean_bid_change_std,mean_ask_change_std,mean_spread_change_std
50,20.864993727622483,4.927225451924464,0.041646694067110746,0.28744285672707964,0.1448628496963324,10.643423394460697,30.368374043079598,13.249332169671039,0.06,0.3925349301397205,0.6326803437566443,11.98,11.92,23.9,0.86,2.1658684220825464,0.4307643075884735,5.315719810534219,0.3546576302929287,0.3543675387677206,0.01774002970018476
