n_runs,mean_final_wealth,std_final_wealth,mean_mean_step_pnl,mean_std_step_pnl,mean_sharpe_like,min_final_wealth,max_final_wealth,final_wealth_p05,mean_final_inventory,mean_abs_inventory,mean_inventory_std,mean_bid_fills,mean_ask_fills,mean_total_fills,mean_fill_imbalance,mean_max_drawdown,mean_mean_drawdown,max_of_max_drawdown,mean_bid_change_std,mean_ask_change_std,mean_spread_change_std
50,49.21241889989506,9.863984747427152,0.024606209449947535,0.2797625661781539,0.08785295605938273,28.683538085685072,70.49353687851715,35.62682749532725,1.84,0.28154,0.6257372958944647,21.54,19.7,41.24,2.4,3.9899459507883743,0.8299386076022354,7.536008831129678,0.43920591177346546,0.4587205052602428,0.06703362276188198
