n_runs,mean_final_wealth,std_final_wealth,mean_mean_step_pnl,mean_std_step_pnl,mean_sharpe_like,min_final_wealth,max_final_wealth,final_wealth_p05,mean_final_inventory,mean_abs_inventory,mean_inventory_std,mean_bid_fills,mean_ask_fills,mean_total_fills,mean_fill_imbalance,mean_max_drawdown,mean_mean_drawdown,max_of_max_drawdown,mean_bid_change_std,mean_ask_change_std,mean_spread_change_std
50,22.01286805463759,5.41756953102709,0.04393786038849818,0.2926093082529771,0.15004789169175722,9.718069549090046,32.783133704449156,12.479526959234478,0.06,0.45397205588822354,0.6724274089955965,10.86,10.8,21.66,1.14,2.443881090283775,0.39878075770798177,5.315010012072804,0.3272504759341367,0.3251787142621682,0.07420280839266605
