model,n_runs,mean_final_wealth,std_final_wealth,mean_sharpe_like,final_wealth_p05,mean_abs_inventory,mean_inventory_std,mean_max_drawdown,mean_mean_drawdown,mean_fill_imbalance,mean_total_fills
AS_regime,50,19.463470314036673,8.529049198969664,0.12000401850562316,6.476785406618655,0.8799600798403193,1.0906773650405268,5.638547891689927,1.7268165819859342,1.9,27.22
SCMM_v4_gated_regime,50,20.128575219454564,7.597951769148105,0.13321890309173778,8.537789200533702,0.7171656686626747,0.9272200934756398,4.467263076136373,1.275699425352439,1.26,26.18
