n_runs,mean_final_wealth,std_final_wealth,mean_mean_step_pnl,mean_std_step_pnl,mean_sharpe_like,min_final_wealth,max_final_wealth,final_wealth_p05,mean_final_inventory,mean_abs_inventory,mean_inventory_std,mean_bid_fills,mean_ask_fills,mean_total_fills,mean_fill_imbalance,mean_max_drawdown,mean_mean_drawdown,max_of_max_drawdown,mean_bid_change_std,mean_ask_change_std,mean_spread_change_std
50,21.98504638887365,5.430040918292018,0.0438823281215043,0.2920616474058498,0.15011766244688765,7.853307488520144,31.531526133095483,12.428376539009864,0.06,0.44459081836327335,0.6851673106314307,11.76,11.7,23.46,1.1,2.2845140348085,0.4087144682100597,4.954908202438517,0.33269266862636626,0.33213350628266913,0.04257148526855792
