model,n_runs,mean_final_wealth,std_final_wealth,mean_sharpe_like,final_wealth_p05,mean_abs_inventory,mean_inventory_std,mean_max_drawdown,mean_mean_drawdown,mean_fill_imbalance,mean_total_fills,barrier_hit_rate,survival_rate,mean_steps_survived
AS_regime_barrier,1000,15.534935223636804,11.879104850535182,0.09862730709679483,-5.745182804248321,0.8301403308147094,1.0001488202077293,5.181308954329227,0.6440479307934861,1.572,21.232,0.351,0.649,401.133
SCMM_v4_gated_regime_barrier,1000,16.89110137115156,10.760285196208104,0.11233929540287331,-5.155813258734467,0.7155547730877376,0.8955463190588282,4.448977787918193,0.6128587221013285,1.143,21.755,0.246,0.754,426.379
