n_runs,mean_final_wealth,std_final_wealth,mean_sharpe_like,final_wealth_p05,mean_abs_inventory,mean_inventory_std,mean_max_drawdown,mean_mean_drawdown,mean_fill_imbalance,mean_total_fills,barrier_hit_rate,survival_rate,mean_steps_survived
200,16.43954046598092,10.361425240187641,0.10858733499454132,-3.2034170203296974,0.712775711472988,0.8865554664153046,4.370502052387119,0.6482233098381982,1.21,21.57,0.245,0.755,431.675
