final_wealth,mean_step_pnl,std_step_pnl,sharpe_like,max_drawdown,mean_drawdown,final_inventory,mean_inventory,mean_abs_inventory,inventory_std,max_inventory,min_inventory,num_bid_fills,num_ask_fills,total_fills,fill_imbalance,step_pnl_p05,step_pnl_p01,bid_change_std,ask_change_std,spread_change_std
23.64085012899841,0.04718732560678325,0.32890740026176063,0.14346690153242464,1.0124473914107597,0.2662860424066915,0,-0.10379241516966067,0.3073852295409182,0.5702679973682158,2,-1,11,11,22,0,-0.2015021541973141,-0.36034838954942927,0.3109351215165514,0.3177652726606343,0.0402206059491737
