final_wealth,mean_step_pnl,std_step_pnl,sharpe_like,max_drawdown,mean_drawdown,final_inventory,mean_inventory,mean_abs_inventory,inventory_std,max_inventory,min_inventory,num_bid_fills,num_ask_fills,total_fills,fill_imbalance,step_pnl_p05,step_pnl_p01,bid_change_std,ask_change_std,spread_change_std
23.506391634624293,0.0469189453784916,0.3277984933476495,0.14313349917868043,1.0124473914107597,0.2726015417606676,0,-0.10379241516966067,0.3073852295409182,0.5702679973682158,2,-1,11,11,22,0,-0.2015021541973141,-0.36034838954942927,0.3112251522517272,0.3174673309307357,0.04000079679845113
